annee;champ;unite;sexe;age;nombre
2012;mco;patient;1;" 89";58
2012;mco;patient;1;" 90";49
2012;mco;patient;1;" 91";40
2012;mco;patient;1;" 92";32
2012;mco;patient;1;" 93";16
2012;mco;patient;1;" 94";7
2012;mco;patient;1;" 95";6
2012;mco;patient;1;" 96";3
2012;mco;patient;1;97+;14
2012;mco;patient;2;" 10";29
2012;mco;patient;2;" 11";89
2012;mco;patient;2;" 12";372
2012;mco;patient;2;" 13";902
2012;mco;patient;2;" 14";1556
2012;mco;patient;2;" 15";1753
2012;mco;patient;2;" 16";1578
2012;mco;patient;2;" 17";1379
2012;mco;patient;2;" 18";1180
2012;mco;patient;2;" 19";1049
2012;mco;patient;2;" 20";952
2012;mco;patient;2;" 21";884
2012;mco;patient;2;" 22";848
2012;mco;patient;2;" 23";779
2012;mco;patient;2;" 24";772
2012;mco;patient;2;" 25";718
2012;mco;patient;2;" 26";692
2012;mco;patient;2;" 27";670
2012;mco;patient;2;" 28";615
2012;mco;patient;2;" 29";646
2012;mco;patient;2;" 30";686
2012;mco;patient;2;" 31";655
2012;mco;patient;2;" 32";630
2012;mco;patient;2;" 33";625
2012;mco;patient;2;" 34";674
2012;mco;patient;2;" 35";663
2012;mco;patient;2;" 36";732
2012;mco;patient;2;" 37";836
2012;mco;patient;2;" 38";912
2012;mco;patient;2;" 39";1019
2012;mco;patient;2;" 40";1080
2012;mco;patient;2;" 41";1126
2012;mco;patient;2;" 42";1117
2012;mco;patient;2;" 43";1179
2012;mco;patient;2;" 44";1200
2012;mco;patient;2;" 45";1174
2012;mco;patient;2;" 46";1177
2012;mco;patient;2;" 47";1244
2012;mco;patient;2;" 48";1212
2012;mco;patient;2;" 49";1168
2012;mco;patient;2;" 50";1020
2012;mco;patient;2;" 51";1025
2012;mco;patient;2;" 52";982
2012;mco;patient;2;" 53";933
2012;mco;patient;2;" 54";856
2012;mco;patient;2;" 55";777
2012;mco;patient;2;" 56";769
2012;mco;patient;2;" 57";708
2012;mco;patient;2;" 58";650
2012;mco;patient;2;" 59";614
2012;mco;patient;2;" 60";541
2012;mco;patient;2;" 61";493
2012;mco;patient;2;" 62";481
2012;mco;patient;2;" 63";411
2012;mco;patient;2;" 64";403
2012;mco;patient;2;" 65";352
2012;mco;patient;2;" 66";311
2012;mco;patient;2;" 67";247
2012;mco;patient;2;" 68";252
2012;mco;patient;2;" 69";245
2012;mco;patient;2;" 70";218
2012;mco;patient;2;" 71";199
2012;mco;patient;2;" 72";212
2012;mco;patient;2;" 73";197
2012;mco;patient;2;" 74";190
2012;mco;patient;2;" 75";167
2012;mco;patient;2;" 76";196
2012;mco;patient;2;" 77";202
2012;mco;patient;2;" 78";173
2012;mco;patient;2;" 79";178
2012;mco;patient;2;" 80";180
2012;mco;patient;2;" 81";177
2012;mco;patient;2;" 82";181
2012;mco;patient;2;" 83";141
2012;mco;patient;2;" 84";141
2012;mco;patient;2;" 85";123
2012;mco;patient;2;" 86";133
2012;mco;patient;2;" 87";120
2012;mco;patient;2;" 88";104
2012;mco;patient;2;" 89";75
2012;mco;patient;2;" 90";82
2012;mco;patient;2;" 91";63
2012;mco;patient;2;" 92";51
2012;mco;patient;2;" 93";24
2012;mco;patient;2;" 94";20
2012;mco;patient;2;" 95";15
2012;mco;patient;2;" 96";16
2012;mco;patient;2;" 97";12
2012;mco;patient;2;" 98";6
2012;mco;patient;2;99+;10
2012;mco;sejours;1;" 10";49
2012;mco;sejours;1;" 11";75
2012;mco;sejours;1;" 12";128
2012;mco;sejours;1;" 13";160
2012;mco;sejours;1;" 14";336
2012;mco;sejours;1;" 15";460
2012;mco;sejours;1;" 16";528
2012;mco;sejours;1;" 17";568
2012;mco;sejours;1;" 18";575
2012;mco;sejours;1;" 19";626
2012;mco;sejours;1;" 20";667
2012;mco;sejours;1;" 21";705
2012;mco;sejours;1;" 22";682
2012;mco;sejours;1;" 23";711
2012;mco;sejours;1;" 24";654
2012;mco;sejours;1;" 25";707
2012;mco;sejours;1;" 26";667
2012;mco;sejours;1;" 27";764
2012;mco;sejours;1;" 28";709
2012;mco;sejours;1;" 29";767
2012;mco;sejours;1;" 30";780
2012;mco;sejours;1;" 31";722
2012;mco;sejours;1;" 32";775
2012;mco;sejours;1;" 33";718
2012;mco;sejours;1;" 34";714
2012;mco;sejours;1;" 35";761
2012;mco;sejours;1;" 36";823
2012;mco;sejours;1;" 37";897
2012;mco;sejours;1;" 38";940
2012;mco;sejours;1;" 39";990
2012;mco;sejours;1;" 40";1040
2012;mco;sejours;1;" 41";1082
2012;mco;sejours;1;" 42";989
2012;mco;sejours;1;" 43";945
2012;mco;sejours;1;" 44";915
2012;mco;sejours;1;" 45";947
2012;mco;sejours;1;" 46";911
2012;mco;sejours;1;" 47";919
2012;mco;sejours;1;" 48";841
2012;mco;sejours;1;" 49";806
2012;mco;sejours;1;" 50";790
2012;mco;sejours;1;" 51";726
2012;mco;sejours;1;" 52";704
2012;mco;sejours;1;" 53";581
2012;mco;sejours;1;" 54";578
2012;mco;sejours;1;" 55";544
2012;mco;sejours;1;" 56";501
2012;mco;sejours;1;" 57";428
2012;mco;sejours;1;" 58";422
2012;mco;sejours;1;" 59";342
2012;mco;sejours;1;" 60";289
2012;mco;sejours;1;" 61";289
2012;mco;sejours;1;" 62";264
2012;mco;sejours;1;" 63";275
2012;mco;sejours;1;" 64";210
2012;mco;sejours;1;" 65";222
2012;mco;sejours;1;" 66";167
2012;mco;sejours;1;" 67";148
2012;mco;sejours;1;" 68";130
2012;mco;sejours;1;" 69";123
2012;mco;sejours;1;" 70";116
2012;mco;sejours;1;" 71";90
2012;mco;sejours;1;" 72";102
2012;mco;sejours;1;" 73";112
2012;mco;sejours;1;" 74";91
2012;mco;sejours;1;" 75";113
2012;mco;sejours;1;" 76";97
2012;mco;sejours;1;" 77";79
2012;mco;sejours;1;" 78";102
2012;mco;sejours;1;" 79";100
2012;mco;sejours;1;" 80";100
2012;mco;sejours;1;" 81";113
2012;mco;sejours;1;" 82";94
2012;mco;sejours;1;" 83";87
2012;mco;sejours;1;" 84";100
2012;mco;sejours;1;" 85";91
2012;mco;sejours;1;" 86";84
2012;mco;sejours;1;" 87";80
2012;mco;sejours;1;" 88";61
2012;mco;sejours;1;" 89";60
2012;mco;sejours;1;" 90";52
2012;mco;sejours;1;" 91";43
2012;mco;sejours;1;" 92";35
2012;mco;sejours;1;" 93";17
2012;mco;sejours;1;" 94";7
2012;mco;sejours;1;" 95";6
2012;mco;sejours;1;" 96";3
2012;mco;sejours;1;97+;17
2012;mco;sejours;2;" 10";32
2012;mco;sejours;2;" 11";97
2012;mco;sejours;2;" 12";427
2012;mco;sejours;2;" 13";1021
2012;mco;sejours;2;" 14";1811
2012;mco;sejours;2;" 15";2020
2012;mco;sejours;2;" 16";1823
2012;mco;sejours;2;" 17";1538
2012;mco;sejours;2;" 18";1308
2012;mco;sejours;2;" 19";1191
2012;mco;sejours;2;" 20";1108
2012;mco;sejours;2;" 21";1024
2012;mco;sejours;2;" 22";985
2012;mco;sejours;2;" 23";906
2012;mco;sejours;2;" 24";874
2012;mco;sejours;2;" 25";840
2012;mco;sejours;2;" 26";808
2012;mco;sejours;2;" 27";798
2012;mco;sejours;2;" 28";744
2012;mco;sejours;2;" 29";747
2012;mco;sejours;2;" 30";810
2012;mco;sejours;2;" 31";774
2012;mco;sejours;2;" 32";748
2012;mco;sejours;2;" 33";762
2012;mco;sejours;2;" 34";783
2012;mco;sejours;2;" 35";804
2012;mco;sejours;2;" 36";874
2012;mco;sejours;2;" 37";1012
2012;mco;sejours;2;" 38";1055
2012;mco;sejours;2;" 39";1249
2012;mco;sejours;2;" 40";1297
2012;mco;sejours;2;" 41";1338
2012;mco;sejours;2;" 42";1320
2012;mco;sejours;2;" 43";1409
2012;mco;sejours;2;" 44";1425
2012;mco;sejours;2;" 45";1384
2012;mco;sejours;2;" 46";1367
2012;mco;sejours;2;" 47";1442
2012;mco;sejours;2;" 48";1426
2012;mco;sejours;2;" 49";1385
2012;mco;sejours;2;" 50";1147
2012;mco;sejours;2;" 51";1181
2012;mco;sejours;2;" 52";1119
2012;mco;sejours;2;" 53";1094
2012;mco;sejours;2;" 54";1023
2012;mco;sejours;2;" 55";913
2012;mco;sejours;2;" 56";865
2012;mco;sejours;2;" 57";795
2012;mco;sejours;2;" 58";733
2012;mco;sejours;2;" 59";693
2012;mco;sejours;2;" 60";598
2012;mco;sejours;2;" 61";568
2012;mco;sejours;2;" 62";537
2012;mco;sejours;2;" 63";454
2012;mco;sejours;2;" 64";446
2012;mco;sejours;2;" 65";396
2012;mco;sejours;2;" 66";342
2012;mco;sejours;2;" 67";276
2012;mco;sejours;2;" 68";279
2012;mco;sejours;2;" 69";262
2012;mco;sejours;2;" 70";238
2012;mco;sejours;2;" 71";222
2012;mco;sejours;2;" 72";230
2012;mco;sejours;2;" 73";208
2012;mco;sejours;2;" 74";219
2012;mco;sejours;2;" 75";187
2012;mco;sejours;2;" 76";210
2012;mco;sejours;2;" 77";220
2012;mco;sejours;2;" 78";187
2012;mco;sejours;2;" 79";194
2012;mco;sejours;2;" 80";195
2012;mco;sejours;2;" 81";191
2012;mco;sejours;2;" 82";193
2012;mco;sejours;2;" 83";150
2012;mco;sejours;2;" 84";154
2012;mco;sejours;2;" 85";133
2012;mco;sejours;2;" 86";139
2012;mco;sejours;2;" 87";131
2012;mco;sejours;2;" 88";107
2012;mco;sejours;2;" 89";82
2012;mco;sejours;2;" 90";83
2012;mco;sejours;2;" 91";65
2012;mco;sejours;2;" 92";54
2012;mco;sejours;2;" 93";26
2012;mco;sejours;2;" 94";21
2012;mco;sejours;2;" 95";16
2012;mco;sejours;2;" 96";16
2012;mco;sejours;2;" 97";13
2012;mco;sejours;2;" 98";6
2012;mco;sejours;2;99+;10
2012;psy;patient;1;" 13";4
2012;psy;patient;1;" 14";11
2012;psy;patient;1;" 15";20
2012;psy;patient;1;" 16";37
2012;psy;patient;1;" 17";46
2012;psy;patient;1;" 18";55
2012;psy;patient;1;" 19";75
2012;psy;patient;1;" 20";50
2012;psy;patient;1;" 21";63
2012;psy;patient;1;" 22";78
2012;psy;patient;1;" 23";70
2012;psy;patient;1;" 24";76
2012;psy;patient;1;" 25";77
2012;psy;patient;1;" 26";90
2012;psy;patient;1;" 27";79
2012;psy;patient;1;" 28";66
2012;psy;patient;1;" 29";85
2012;psy;patient;1;" 30";90
2012;psy;patient;1;" 31";77
2012;psy;patient;1;" 32";88
2012;psy;patient;1;" 33";79
2012;psy;patient;1;" 34";85
2012;psy;patient;1;" 35";84
2012;psy;patient;1;" 36";80
2012;psy;patient;1;" 37";86
2012;psy;patient;1;" 38";102
2012;psy;patient;1;" 39";110
2012;psy;patient;1;" 40";127
2012;psy;patient;1;" 41";134
2012;psy;patient;1;" 42";138
2012;psy;patient;1;" 43";109
2012;psy;patient;1;" 44";119
2012;psy;patient;1;" 45";112
2012;psy;patient;1;" 46";124
2012;psy;patient;1;" 47";119
2012;psy;patient;1;" 48";106
2012;psy;patient;1;" 49";97
2012;psy;patient;1;" 50";102
2012;psy;patient;1;" 51";118
2012;psy;patient;1;" 52";83
2012;psy;patient;1;" 53";74
2012;psy;patient;1;" 54";83
2012;psy;patient;1;" 55";87
2012;psy;patient;1;" 56";81
2012;psy;patient;1;" 57";55
2012;psy;patient;1;" 58";46
2012;psy;patient;1;" 59";43
2012;psy;patient;1;" 60";42
2012;psy;patient;1;" 61";34
2012;psy;patient;1;" 62";36
2012;psy;patient;1;" 63";30
2012;psy;patient;1;" 64";28
2012;psy;patient;1;" 65";31
2012;psy;patient;1;" 66";20
2012;psy;patient;1;" 67";16
2012;psy;patient;1;" 68";15
2012;psy;patient;1;" 69";10
2012;psy;patient;1;" 70";13
2012;psy;patient;1;" 71";14
2012;psy;patient;1;" 72";9
2012;psy;patient;1;" 73";16
2012;psy;patient;1;" 74";11
2012;psy;patient;1;" 75";9
2012;psy;patient;1;" 76";14
2012;psy;patient;1;" 77";13
2012;psy;patient;1;" 78";10
2012;psy;patient;1;" 79";9
2012;psy;patient;1;" 80";17
2012;psy;patient;1;" 81";9
2012;psy;patient;1;" 82";14
2012;psy;patient;1;" 83";8
2012;psy;patient;1;" 84";3
2012;psy;patient;1;" 85";8
2012;psy;patient;1;" 86";5
2012;psy;patient;1;" 87";4
2012;psy;patient;1;" 88";3
2012;psy;patient;1;10-12;12
2012;psy;patient;1;89+;14
2012;psy;patient;2;" 13";20
2012;psy;patient;2;" 14";39
2012;psy;patient;2;" 15";85
2012;psy;patient;2;" 16";101
2012;psy;patient;2;" 17";129
2012;psy;patient;2;" 18";116
2012;psy;patient;2;" 19";139
2012;psy;patient;2;" 20";114
2012;psy;patient;2;" 21";117
2012;psy;patient;2;" 22";106
2012;psy;patient;2;" 23";105
2012;psy;patient;2;" 24";87
2012;psy;patient;2;" 25";93
2012;psy;patient;2;" 26";84
2012;psy;patient;2;" 27";82
2012;psy;patient;2;" 28";88
2012;psy;patient;2;" 29";86
2012;psy;patient;2;" 30";81
2012;psy;patient;2;" 31";94
2012;psy;patient;2;" 32";70
2012;psy;patient;2;" 33";90
2012;psy;patient;2;" 34";87
2012;psy;patient;2;" 35";83
2012;psy;patient;2;" 36";89
2012;psy;patient;2;" 37";115
2012;psy;patient;2;" 38";128
2012;psy;patient;2;" 39";143
2012;psy;patient;2;" 40";141
2012;psy;patient;2;" 41";168
2012;psy;patient;2;" 42";164
2012;psy;patient;2;" 43";170
2012;psy;patient;2;" 44";166
2012;psy;patient;2;" 45";178
2012;psy;patient;2;" 46";178
2012;psy;patient;2;" 47";179
2012;psy;patient;2;" 48";168
2012;psy;patient;2;" 49";155
2012;psy;patient;2;" 50";141
2012;psy;patient;2;" 51";158
2012;psy;patient;2;" 52";146
2012;psy;patient;2;" 53";147
2012;psy;patient;2;" 54";130
2012;psy;patient;2;" 55";135
2012;psy;patient;2;" 56";113
2012;psy;patient;2;" 57";103
2012;psy;patient;2;" 58";98
2012;psy;patient;2;" 59";95
2012;psy;patient;2;" 60";73
2012;psy;patient;2;" 61";77
2012;psy;patient;2;" 62";75
2012;psy;patient;2;" 63";67
2012;psy;patient;2;" 64";58
2012;psy;patient;2;" 65";42
2012;psy;patient;2;" 66";56
2012;psy;patient;2;" 67";41
2012;psy;patient;2;" 68";42
2012;psy;patient;2;" 69";32
2012;psy;patient;2;" 70";30
2012;psy;patient;2;" 71";31
2012;psy;patient;2;" 72";33
2012;psy;patient;2;" 73";41
2012;psy;patient;2;" 74";26
2012;psy;patient;2;" 75";36
2012;psy;patient;2;" 76";34
2012;psy;patient;2;" 77";22
2012;psy;patient;2;" 78";24
2012;psy;patient;2;" 79";20
2012;psy;patient;2;" 80";27
2012;psy;patient;2;" 81";27
2012;psy;patient;2;" 82";14
2012;psy;patient;2;" 83";19
2012;psy;patient;2;" 84";25
2012;psy;patient;2;" 85";13
2012;psy;patient;2;" 86";11
2012;psy;patient;2;" 87";9
2012;psy;patient;2;" 88";10
2012;psy;patient;2;" 89";11
2012;psy;patient;2;" 90";3
2012;psy;patient;2;" 91";2
2012;psy;patient;2;10-12;3
2012;psy;patient;2;92+;6
2012;psy;sejours;1;" 13";15
2012;psy;sejours;1;" 14";26
2012;psy;sejours;1;" 15";44
2012;psy;sejours;1;" 16";57
2012;psy;sejours;1;" 17";69
2012;psy;sejours;1;" 18";124
2012;psy;sejours;1;" 19";110
2012;psy;sejours;1;" 20";66
2012;psy;sejours;1;" 21";93
2012;psy;sejours;1;" 22";116
2012;psy;sejours;1;" 23";124
2012;psy;sejours;1;" 24";161
2012;psy;sejours;1;" 25";116
2012;psy;sejours;1;" 26";154
2012;psy;sejours;1;" 27";119
2012;psy;sejours;1;" 28";112
2012;psy;sejours;1;" 29";131
2012;psy;sejours;1;" 30";134
2012;psy;sejours;1;" 31";115
2012;psy;sejours;1;" 32";116
2012;psy;sejours;1;" 33";118
2012;psy;sejours;1;" 34";167
2012;psy;sejours;1;" 35";125
2012;psy;sejours;1;" 36";106
2012;psy;sejours;1;" 37";116
2012;psy;sejours;1;" 38";164
2012;psy;sejours;1;" 39";168
2012;psy;sejours;1;" 40";187
2012;psy;sejours;1;" 41";215
2012;psy;sejours;1;" 42";217
2012;psy;sejours;1;" 43";170
2012;psy;sejours;1;" 44";182
2012;psy;sejours;1;" 45";179
2012;psy;sejours;1;" 46";192
2012;psy;sejours;1;" 47";174
2012;psy;sejours;1;" 48";157
2012;psy;sejours;1;" 49";137
2012;psy;sejours;1;" 50";135
2012;psy;sejours;1;" 51";172
2012;psy;sejours;1;" 52";113
2012;psy;sejours;1;" 53";97
2012;psy;sejours;1;" 54";102
2012;psy;sejours;1;" 55";133
2012;psy;sejours;1;" 56";107
2012;psy;sejours;1;" 57";65
2012;psy;sejours;1;" 58";77
2012;psy;sejours;1;" 59";68
2012;psy;sejours;1;" 60";58
2012;psy;sejours;1;" 61";42
2012;psy;sejours;1;" 62";45
2012;psy;sejours;1;" 63";41
2012;psy;sejours;1;" 64";42
2012;psy;sejours;1;" 65";45
2012;psy;sejours;1;" 66";38
2012;psy;sejours;1;" 67";16
2012;psy;sejours;1;" 68";18
2012;psy;sejours;1;" 69";10
2012;psy;sejours;1;" 70";16
2012;psy;sejours;1;" 71";20
2012;psy;sejours;1;" 72";13
2012;psy;sejours;1;" 73";19
2012;psy;sejours;1;" 74";14
2012;psy;sejours;1;" 75";12
2012;psy;sejours;1;" 76";18
2012;psy;sejours;1;" 77";18
2012;psy;sejours;1;" 78";13
2012;psy;sejours;1;" 79";10
2012;psy;sejours;1;" 80";19
2012;psy;sejours;1;" 81";12
2012;psy;sejours;1;" 82";16
2012;psy;sejours;1;" 83";9
2012;psy;sejours;1;" 84";4
2012;psy;sejours;1;" 85";8
2012;psy;sejours;1;" 86";7
2012;psy;sejours;1;" 87";6
2012;psy;sejours;1;" 88";3
2012;psy;sejours;1;10-12;21
2012;psy;sejours;1;89+;14
2012;psy;sejours;2;" 13";24
2012;psy;sejours;2;" 14";73
2012;psy;sejours;2;" 15";133
2012;psy;sejours;2;" 16";243
2012;psy;sejours;2;" 17";240
2012;psy;sejours;2;" 18";264
2012;psy;sejours;2;" 19";213
2012;psy;sejours;2;" 20";171
2012;psy;sejours;2;" 21";206
2012;psy;sejours;2;" 22";186
2012;psy;sejours;2;" 23";178
2012;psy;sejours;2;" 24";137
2012;psy;sejours;2;" 25";170
2012;psy;sejours;2;" 26";133
2012;psy;sejours;2;" 27";112
2012;psy;sejours;2;" 28";147
2012;psy;sejours;2;" 29";185
2012;psy;sejours;2;" 30";119
2012;psy;sejours;2;" 31";164
2012;psy;sejours;2;" 32";133
2012;psy;sejours;2;" 33";137
2012;psy;sejours;2;" 34";119
2012;psy;sejours;2;" 35";122
2012;psy;sejours;2;" 36";136
2012;psy;sejours;2;" 37";177
2012;psy;sejours;2;" 38";204
2012;psy;sejours;2;" 39";193
2012;psy;sejours;2;" 40";193
2012;psy;sejours;2;" 41";258
2012;psy;sejours;2;" 42";236
2012;psy;sejours;2;" 43";251
2012;psy;sejours;2;" 44";283
2012;psy;sejours;2;" 45";275
2012;psy;sejours;2;" 46";240
2012;psy;sejours;2;" 47";265
2012;psy;sejours;2;" 48";241
2012;psy;sejours;2;" 49";203
2012;psy;sejours;2;" 50";195
2012;psy;sejours;2;" 51";220
2012;psy;sejours;2;" 52";202
2012;psy;sejours;2;" 53";204
2012;psy;sejours;2;" 54";177
2012;psy;sejours;2;" 55";208
2012;psy;sejours;2;" 56";183
2012;psy;sejours;2;" 57";136
2012;psy;sejours;2;" 58";148
2012;psy;sejours;2;" 59";131
2012;psy;sejours;2;" 60";141
2012;psy;sejours;2;" 61";105
2012;psy;sejours;2;" 62";117
2012;psy;sejours;2;" 63";78
2012;psy;sejours;2;" 64";68
2012;psy;sejours;2;" 65";52
2012;psy;sejours;2;" 66";67
2012;psy;sejours;2;" 67";58
2012;psy;sejours;2;" 68";55
2012;psy;sejours;2;" 69";38
2012;psy;sejours;2;" 70";45
2012;psy;sejours;2;" 71";38
2012;psy;sejours;2;" 72";47
2012;psy;sejours;2;" 73";53
2012;psy;sejours;2;" 74";31
2012;psy;sejours;2;" 75";48
2012;psy;sejours;2;" 76";45
2012;psy;sejours;2;" 77";30
2012;psy;sejours;2;" 78";30
2012;psy;sejours;2;" 79";26
2012;psy;sejours;2;" 80";35
2012;psy;sejours;2;" 81";34
2012;psy;sejours;2;" 82";17
2012;psy;sejours;2;" 83";22
2012;psy;sejours;2;" 84";32
2012;psy;sejours;2;" 85";16
2012;psy;sejours;2;" 86";12
2012;psy;sejours;2;" 87";11
2012;psy;sejours;2;" 88";11
2012;psy;sejours;2;" 89";11
2012;psy;sejours;2;" 90";3
2012;psy;sejours;2;" 91";2
2012;psy;sejours;2;10-12;8
2012;psy;sejours;2;92+;6
2013;mco;patient;1;" 10";36
2013;mco;patient;1;" 11";56
2013;mco;patient;1;" 12";91
2013;mco;patient;1;" 13";160
2013;mco;patient;1;" 14";263
2013;mco;patient;1;" 15";387
2013;mco;patient;1;" 16";435
2013;mco;patient;1;" 17";451
2013;mco;patient;1;" 18";436
2013;mco;patient;1;" 19";529
2013;mco;patient;1;" 20";456
2013;mco;patient;1;" 21";493
2013;mco;patient;1;" 22";519
2013;mco;patient;1;" 23";489
2013;mco;patient;1;" 24";551
2013;mco;patient;1;" 25";522
2013;mco;patient;1;" 26";583
2013;mco;patient;1;" 27";533
2013;mco;patient;1;" 28";564
2013;mco;patient;1;" 29";553
2013;mco;patient;1;" 30";588
2013;mco;patient;1;" 31";595
2013;mco;patient;1;" 32";571
2013;mco;patient;1;" 33";571
2013;mco;patient;1;" 34";551
2013;mco;patient;1;" 35";559
2013;mco;patient;1;" 36";591
2013;mco;patient;1;" 37";598
2013;mco;patient;1;" 38";656
2013;mco;patient;1;" 39";729
2013;mco;patient;1;" 40";812
2013;mco;patient;1;" 41";771
2013;mco;patient;1;" 42";815
2013;mco;patient;1;" 43";824
2013;mco;patient;1;" 44";800
2013;mco;patient;1;" 45";761
2013;mco;patient;1;" 46";701
2013;mco;patient;1;" 47";693
2013;mco;patient;1;" 48";699
2013;mco;patient;1;" 49";666
2013;mco;patient;1;" 50";594
2013;mco;patient;1;" 51";610
2013;mco;patient;1;" 52";576
2013;mco;patient;1;" 53";568
2013;mco;patient;1;" 54";507
2013;mco;patient;1;" 55";482
2013;mco;patient;1;" 56";436
2013;mco;patient;1;" 57";393
2013;mco;patient;1;" 58";373
2013;mco;patient;1;" 59";335
2013;mco;patient;1;" 60";310
2013;mco;patient;1;" 61";264
2013;mco;patient;1;" 62";262
2013;mco;patient;1;" 63";246
2013;mco;patient;1;" 64";207
2013;mco;patient;1;" 65";198
2013;mco;patient;1;" 66";195
2013;mco;patient;1;" 67";138
2013;mco;patient;1;" 68";134
2013;mco;patient;1;" 69";118
2013;mco;patient;1;" 70";117
2013;mco;patient;1;" 71";98
2013;mco;patient;1;" 72";85
2013;mco;patient;1;" 73";94
2013;mco;patient;1;" 74";90
2013;mco;patient;1;" 75";95
2013;mco;patient;1;" 76";91
2013;mco;patient;1;" 77";107
2013;mco;patient;1;" 78";98
2013;mco;patient;1;" 79";89
2013;mco;patient;1;" 80";71
2013;mco;patient;1;" 81";81
2013;mco;patient;1;" 82";75
2013;mco;patient;1;" 83";98
2013;mco;patient;1;" 84";99
2013;mco;patient;1;" 85";78
2013;mco;patient;1;" 86";73
2013;mco;patient;1;" 87";64
2013;mco;patient;1;" 88";73
2013;mco;patient;1;" 89";62
2013;mco;patient;1;" 90";46
2013;mco;patient;1;" 91";45
2013;mco;patient;1;" 92";32
2013;mco;patient;1;" 93";27
2013;mco;patient;1;" 94";11
2013;mco;patient;1;" 95";11
2013;mco;patient;1;" 96";9
2013;mco;patient;1;97+;14
2013;mco;patient;2;" 10";18
2013;mco;patient;2;" 11";100
2013;mco;patient;2;" 12";304
2013;mco;patient;2;" 13";874
2013;mco;patient;2;" 14";1441
2013;mco;patient;2;" 15";1687
2013;mco;patient;2;" 16";1506
2013;mco;patient;2;" 17";1257
2013;mco;patient;2;" 18";1042
2013;mco;patient;2;" 19";935
2013;mco;patient;2;" 20";787
2013;mco;patient;2;" 21";815
2013;mco;patient;2;" 22";777
2013;mco;patient;2;" 23";757
2013;mco;patient;2;" 24";694
2013;mco;patient;2;" 25";618
2013;mco;patient;2;" 26";609
2013;mco;patient;2;" 27";666
2013;mco;patient;2;" 28";594
2013;mco;patient;2;" 29";589
2013;mco;patient;2;" 30";580
2013;mco;patient;2;" 31";633
2013;mco;patient;2;" 32";630
2013;mco;patient;2;" 33";622
2013;mco;patient;2;" 34";557
2013;mco;patient;2;" 35";621
2013;mco;patient;2;" 36";634
2013;mco;patient;2;" 37";674
2013;mco;patient;2;" 38";792
2013;mco;patient;2;" 39";917
2013;mco;patient;2;" 40";953
2013;mco;patient;2;" 41";1030
2013;mco;patient;2;" 42";1017
2013;mco;patient;2;" 43";1099
2013;mco;patient;2;" 44";1048
2013;mco;patient;2;" 45";1116
